clippings,url,victim
"said the man and womanattacked him fiercely and he shot to savehis own life.the lexington lynching case.lawyer graham charged with havingassisted in forging papers.columbia , 8. c. , may 10.—aflidavits andcounter affidavits are being made in thelexington lynching case . mr. graham , the lawyer at whose instance the governorsespited willie leaphart , was arrested on ‘ he charge of having assisted in forgingshe papers upon which the respite wasprocured . he gave bonds . several mennamed by sheriff grafts of lexington , ashaving , according to his belief , been implicated in the killing of leaphart , have beenarrested on warrants sworn out by attorney general earle . one of them , f. c , caunghman , who boasts of his complicityin the affair , has had the hardihood tothreaten to swear out a warrant of arrestagainst governor richardson as an accessory before the fact , on account of hiswithholding affidavits",https://chroniclingamerica.loc.gov/lccn/sn92064070/1890-05-10/ed-1/seq-1/ocr/,willie leaphart
"probate—sneueor a howe * .coroner—m k , merchaut.sutveyor—emery j. hermans.co ninlcsioners—d- h. mcdtn iid , ii . j. per * riue . c. l. w'uid , 1 ormod wettrc , c , 11. iiuteman-riunislied011notary public.agency for real estate and loans . `` also insurance.ollice at resilience , 2nd street north john kennedy , barber.hailics and children 's ilairenllinir aspecialty . ha/.-irs put in order . ! ln|opposito i'os'toflice.oakkh , n.dak.qiiu . petersen , .. .11:00n . inj . w. lucas , w. m.muniifdcturer nuti dealer incigars.always cany a full line of toliac . csunionjas ( » n b. uoot , l\ m.st , oakes , yf h. ' k i.i-is , counselor and att ' y at lawoffice , iioiuuc ijlocu , uuiitii ^ ! moakes , n. i.lardon , mujitifjic.iu.-cr otbcots and skoes.repairing neatly done.l'niosst .. oakes , goise another rare treat in the near future.2 weeks we are going *",https://chroniclingamerica.loc.gov/lccn/sn88076144/1891-02-27/ed-1/seq-2/ocr/,john kennedy
ihiko > > v mithe preacher lyncheduestrkklad implicated by sam hose < hadised by the moba strong plea 51adbby his landbord6it w thniiulit the veprro wouldf > u be snvrdt uut the mob llndrijut all ilcnconfalmottn on april 2t tbo body orligs striciland tbo negro jreaoher whowas implicated in tho cranford murderby sam hose was found swinging to tholimb of a persimmon treo within a mlloandi a quarter ot this place early toddybefore death was allowod to end the suffering the negrov care wore cut off and > the lingers of his left bund were severedat the second joint tbo troopa were inpalmetto a bloodstained paper wnslotind attached with ft pinEND CLIPPING | START CLIPPING> v mithe preacher lyncheduestrkklad implicated by sam hose < hadised by the moba strong plea 51adbby his landbord6it w thniiulit the veprro wouldf > u be snvrdt uut the mob llndrijut all ilcnconfalmottn on april 2t tbo body orligs striciland tbo negro jreaoher whowas implicated in tho cranford murderby sam hose was found swinging to tholimb of a persimmon treo within a mlloandi a quarter ot this place early toddybefore death was allowod to end the suffering the negrov care wore cut off and > the lingers of his left bund were severedat the second joint tbo troopa were inpalmetto a bloodstained paper wnslotind attached with ft pin to the bodyon one slda fj the paper was writtennew york1 journalwe must protect our ladles 23 03the other side of the paper contulncdt warning to the negroes of the neighborhood it read us followbwnrc nil darkles i you will betreated tho sameEND CLIPPING | START CLIPPINGto prevent hip lynching of thcnegro and did not discontinue his offorisuntil ho hrd beep assured by the loadersof the moh that thd negro would ho takento jail at pairburn one mllo from wherethin prcmlsa was made llgo strlcklundwas hangedthe negro was a tenant on tho plantation of major thomas sam hose ihomurderer ot alfred crauford and tho assailant of his wife made his confessionimmediately prior to his burning he lmpllratod llge strickland hose contendingthat he had boon offered money by strickland to kill crnnford it was known positively however that hose had mado falsestatements in his last confession andmany ot those who aided in bis burniugdetermined if possible to save tho ufaof uls plantation darky ho overtook tholynchers with thefr victim nr palmettoand then ensued with only the moonlightto brigton tho faces or these grim menthe weirdest and most dramatic scene thissection has ever knownilge strickland was halted directly opposlto theEND CLIPPING | START CLIPPINGknocked out at memphisb jim scauunduecd by itev kerr doyco tupper whoin offering it said he did so as ono whowas born in ooorgla he blushes today forhis stateithu nnwaitn fort nommx hiimlreil uollnrx 1itld over unlnncr im held upatlanta oa april 14 j b jones onoof tho enptors of sam hose came to thacity today and collected jc00 ot thc toward which had been offered tor tho negioa arrest one hundred dollars wasfrom jacoh h haas of the capitol citybank and the remainder was from tbo atlnntn constitutiontho other rewards offered arc 500 fromtho stato and jiio from cowcttt countymaking a total ot 1350tho states reward has not yet locnpaid mr joucs and thn men from inftin called on the governor today to put intheir claim but governor candlor sal 1 bowould hold the matter up for three da > nuntil ho could investigate tho affair hehad conferred with tho attorney,https://chroniclingamerica.loc.gov/lccn/sn86071197/1899-04-25/ed-1/seq-2/ocr/,sam hose
"wurdeheute vom gouverneur boies begnadigt.vor einigen tagen brach in moose jawin manitoba , im lorne hotel ein feueraus , welches so schnell um sich griff , daß diegäste des benachbarten hotels , des ontariohouse , welches in demselben geviert liegt , kaum ihr leben retten konnten . im lornehouse wurden henry jackson , dessen kleinetochter und ein junges mädchen , namensruth medongall ein opfer der flammen.die verbrannten ueberreste derselben wurden unter den trümmern aufgefunden.der bremser mekinn und frau jacksonwurden bei dem versuch zur rettung ernstlich verlezt . zwanzig gebäude , einschließ—-lich der englischen kirche wurden durch dasfeuer zerstört.allerlei.auf dem in detroit abgehaltenen conventfür verbesserung der wasserstraßen wurdebeschlossen , den congreß um anlegung eines20 fuß tiefen schifffahrtskanals zwischenbuffalo und chicago anzugehen . bei—nahe in allen staaten und territorien trittdie grippe seuchenartig auf . die richterbrown und lamar , vom oberbundesgericht , sind davon befallen , und müüssen dashaus hüten . auch andere mitglieder",https://chroniclingamerica.loc.gov/lccn/sn85033492/1891-12-21/ed-1/seq-1/ocr/,henry jackson
", and tried to charter a hand-car topropel their way back to denver , where conductors have no powersworthy of respect and where thelottery game is liberally patronizeddenver tribune.horrible story confirmed.nashville , tenn. , aug. 12. telegrams from centreville confirm thereports of sunday 's massacre otmormons in lewis county . martin conder , john r. hudson , and two.mormon preachers , were literallyriddled with buckshot . two othermormon oreachers are supposej tohave been killed , as they were captured hy the masked men and takeninto the woods and shots were subsequently heard . the wife ot jimconder , at whose house the massacre occurred , will die from gunshotwounds received.i he leader of the masked men1 j -ii '' t `` 1 1 . .wuai win .vir . v anaerout do . ' theanswer was not long delayed . thesuspense was soon broken . theverry next afternoon at clevelandmaud s. was started",https://chroniclingamerica.loc.gov/lccn/sn89066489/1884-08-20/ed-1/seq-2/ocr/,martin conder
"preliminary examinationt congress tomorrow before justicefall.tools rush iu where angels fearlo tread . '' john q. white , mauagerof buckey o'neill 's campaign , hasissued a challenge to mark smith tobeet buckey in joint debate.buckey had better stick to his openletters ! a physician who went out tochaparral to attend william hunter , who wa shot there yesterday , ts that h li3s some hopes for hisnvorery , though the wouud is nmy serious oue.clerk o ! the court wilkeiou , probate judge hicks a-id uudersheriff dillou hd a son of lotterydrawing to-day . the grand andtrialjurors for the next term ofcour were drawn . the lucky numbers will appear later.the jorxxal-mixer office justnow is crowded with work wantedby thee ouuty for the election . agood , first class printer could obtainale dais work aud would be ofgreat assistance to the office besidesis it i impossible to get up theusual amount ofEND CLIPPING | START CLIPPING, died in chicagoon whiuesday of consumption.-urs . uaapel spent last winter inphenix , in the hones of ivenetitther health , but the disease had madetoo great progress . she returnedto chicago in the spring . besidesher husband she leaves a littledaughter to mouru her loss.alex denny , who shot william hunter yesterday at chaparral , vaslo lgetl in jail last uight . when hewas brought iu a uumber of hisfriends met him at the court house , but he decliued to say auythiug inregard to the shootinjr , except thathe felt that he was justified iu hisaction . the laffair is a most unfortunate oue as both , men are spokenof as quiet aud peaceable citizens.irvingafter-john hartiu came in this morning for a brief respite from his campaigning tour.judge li . e. sloan went down tocongre s this morning ou professional business.j . g liidlemati and wife . st. paul ,",https://chroniclingamerica.loc.gov/lccn/sn85032938/1896-10-28/ed-1/seq-3/ocr/,william hunter
"object ifto unite all the iron and steel interestsof the country , is being formed.colorado convicts made counterfeitsilver dollars in tho penitentiary atcanon city . the coins are so wellexecuted as to deceive any ouo.chicago negroes aro to hold nn antilynching service to protest ugainst thelynching of tho key . lige strickland at palmetto , ga. , by a mob of whitemen.at easton , pa. , edward hardingand j. d. ( lor man were buried under200 tons of slate , which fell in the tenargylo quarry . a third man , anitalian , was also killed.a deal is pending in chattanooga foitho purchase of lookout inn , on lookout mountain , by the order of kailway conductors . it is the intentionof the o. k. c. to conveit the hotelinto a university.at dexter . mo. , mm nf ! ...... fiendish crimes ever committed in ! southeastern missouri was the murder iof",https://chroniclingamerica.loc.gov/lccn/sn85033162/1899-05-05/ed-1/seq-2/ocr/,lige strickland
"the city.poro hair grower.scalp treatment a specialty.hours 8:30 a. m. to 7:30 p. m.mrs . a. b. holt , home 8outh 2408 . 3215 main st.mrs . thomas boyd , 915 vine street , had as house guests the past twoweeks mrs. r. kelley of atlanta , ga. ; mrs. james wilson , mrs. anne wiikerson , omaha , neb , ; mr. earl waldon , st. joseph , mo . they report adelightful stay and were tho recipients of many social attentions whilehore.dr . j , tt . caston , grand master ofthe u. b. f. and s. m. t. of missouriand '' jurisdiction , met sylvester temple no . 24 friday , december 4 , andexamined the books and found to hercredit f 179.09. the following officers were elected : sirs . magglo hopson , m. w. p. ; mrs. fannie carson , m . w. v. p.j sirs .",https://chroniclingamerica.loc.gov/lccn/sn90061556/1914-12-12/ed-1/seq-5/ocr/,james wilson
"reasonable pricesjoseph baranck . manufacturer of artistic floral designs . drop postal . & k nw.investment propertytwo apart5ient ( colored ) tenantproperty : owner win men nee ior quicksale . address bon 615 , times officethe adventures ofnnho ( 4- , -1 , u ; . r. .apartments to letunfurnished.the henry lee . 5 r. i ave. n. w.a nice place for nice people.cool , comfortable , high . why go to thecountry ? will sublet 4 rooms and bath at331 . janitor.w . h walker . 729 15th st. .tor rent3-416 r st. n. w.2nd fixxhl of 2-family flat.only j1r.s0 month.h square trom wis. ave caits.apply to james d. burn,1101 e st. n. e.phone lincoln 553ione month rent free.four . ave. and six room apartments in thefulford , 17th street , near columbia road , thehighest altitude in washington . large reception halls , baths , closets , and large con-vreic",https://chroniclingamerica.loc.gov/lccn/sn84026749/1913-06-04/ed-1/seq-15/ocr/,henry lee
"5 andcosts or 80 days.will johnson , vagrancy ; 60 days incounty jail.bella francis , common drunkard ; 60 days.l . c. holmes , larceny ; 10 days injail.w . o. raines , assault ; threemonths.33.-3orqoncolored so to all.bella donahqlesalerspay more forgroupers gaughmiltoli mayor tohave yacht and allauto ii1kac0lahon . john collins sendsword that his decoratedcar and private craft , '' rest abit , '' will be here.mayor john coljjns yesterday wroteto chief of police sanders a letter expressing his appreciation for recentcourtesies extended by the pensacolachief , and added that he would seethe local official soon . `` there will be a merry bunch ofour people in pensacola next week , '' wrote milton 's mayor , `` and we hopeyou will handle them carefully . i willbe there with my car , a decorated one , for the parade , and wfff also have myprivate yacht , the `` rest-abit",https://chroniclingamerica.loc.gov/lccn/sn87062268/1916-03-01/ed-1/seq-8/ocr/,john collins
