clippings,url,victim
", where he is employed.mrs jesse teague and daughterphyllis of wald wick visited from monday until tuesday at the home of mrand mrs e. j. davis.philip gorgen was at dodgeville monday afternoon to visit ins wife at the st.joseph hopital . he was accompaniedby her parents , mr and mrs thomas collins . mrs gorgen is improving daily.george chamley of livingston attended the play , “ it pays to advertise , ” here wednesday evening.mr and mrs walter kuie of lindenvisited at the home of mr and mrshenry bechtel saturday.mr and mrs edward egan of highland attended the play here wednesdayevening.mrs a. f. bishop , jr. returned wednesday from a few days ’ visit with hermother , mrs chamley , at livingston.fred ehrliuger of janesville was avisitor at the home of mrs ameliaspratler last tuesday.hugh phillipps of dallas , texas , wasthe guest of mr j. w. hutchison andfamily wednesday.mr and mrs",https://chroniclingamerica.loc.gov/lccn/sn86086852/1916-03-30/ed-1/seq-5/ocr/,thomas collins
"d. l.l . d. , bishop of the protestant episcopalchurch of the united 8tatee , in the diocese of kentucky , and presiding bishop ofthe house of bishops , do hereby certifythat a majority of the bishops of thischurch have consented to the consecra * tion of the rev . george williams peterkin , d. d. , bishop elect of the diocese ofwest virginia.la testimony whereof , i have hereuntoset my haod and seal , in the city of newyork , this 20th day of may , io the yearof our lord one thousand eight hundredand seventy-eight , and of my consecration the forty-sixth.benjamin bosworth smith , presiding bishop.names of diocesea whose bishops gaveconsent : kentucky , new york , rhodeisland , delaware , connecticut , pennsylvania , albanv , central new york , assistant maryland , virginia , n. new jersey , easton , missionary bishop of china , maryland ,",https://chroniclingamerica.loc.gov/lccn/sn84026844/1878-05-31/ed-1/seq-1/ocr/,george williams
"arrest on charges of forgeryand grand larceny . he is charged withstealing over 14,000 roubles.rrobable victim of foal imrmacon . ga. , dec 7. the body of mrs.eugenia pottle , widow of the late judgejoseph pottle , one of the mot prominentmen in this section , and a daughter ofcolonel john hamilton , who took a prominent part in the border troubles in kansasand missouri before the war , was foundin the ocmulgce river to-nlgnt . mrs. pottledisappeared while on the way from maconto her jones county plantation monday , nov . 20. the belief was prevalent that shehad been the victim of foul play and allenfuller , a negro , has been arrested.w . c. llller removed.columbus . o. , dec. 7. the general order no . 1 of the commander-in-chief of thenational army of spanish war veterans , gen . j. warren kelfer , was issued to-day.the only cogniance taken",https://chroniclingamerica.loc.gov/lccn/sn82015679/1899-12-08/ed-1/seq-2/ocr/,john hamilton
", was captured atquincy , and .will be sent home for trial -- dr. brown , who was recently sentenced to tenyears ' confinement iif sing sing prison , for assaulting murray , ' the new fork gas-bill cot.lector , died m sing sing prison on friday night . '' joe woods ( colored ) brutally .outraged theperson of mrs. elizabeth hampton , s widowed'white woman , near versaille « , bntherford county , tenn. , a day or two since , and afterwardscrushed her skull with an ax . wood is inprison , and strong threats are made of lynchinghim if-tirewoman should die , which ishlghlyprobable . ' ' - * ■in'-waehlngton , on friday evening ‘ about 8o ’ clock . james buchanan , colored , while in a dispute with another party , —accidentally-shot hiswife , inflicting a fatal wound . buchanan wasarrested. ’ -the lowa supremo court meets",https://chroniclingamerica.loc.gov/lccn/sn84031492/1873-06-01/ed-1/seq-2/ocr/,joe woods
"they were moved by love ofliberty , and after doing a day 's work inthe christian examiner office they workedupon their own paper , using the type ofthe examiner , for which they paid inwork . such was the beginning of theanti-slavery cause . this beginning ofmmmkh mmsma great work james russell lowell haseloquently set forth in verse : it a small chamber , friendless and unseen , tolled ti'ei his types om posr , unlearned youngthe place was dark , unfurnitiired an4 mewyet there the fretdom ol a race began.help came but slowly sure no m & n yetput lerer to the heavy world with less.vtha « ineed of help ? he knew how typea to sethe had a ^aunmew spirit and a press.it is not sitfprfoing that a paper , issued under such pritations andhardships , should have made stich anoise in the country as had never beforebeen known .",https://chroniclingamerica.loc.gov/lccn/sn85025431/1879-06-05/ed-1/seq-2/ocr/,james russell
"-inent sunday.dinger of ft. steele was transacting business in the city last monday. ( ' . r. watson ar.d wife canu * overfrom rawlins the first of the week.john quealey came in from theranch at pass cheek basin the firstof the week.joe rankij ; : rou£|it w. hopka.jeyge winter and george baker iniron en < : :nipm » » nt saturday and returned home htrttrlay piorhing ; > • r » : • * : • » ’ 1 spsinl ; : . irfd andc'jfv-u ir.- < ? y ■n l < ■ am.s atid a .drew x ot . mento . ' ol f w ’ u.rrt tthby ha il.eir camp in the , m oukt- .. a ins on french creek until theher gets too rough , when the\ will * ■ ■■■ ■■■u 1 _ > t -i i rv-.ir -- 1i let us figure iwith you iyou contemplate",https://chroniclingamerica.loc.gov/lccn/sn92067236/1913-09-25/ed-1/seq-9/ocr/,george baker
"quarter section 21 * : and north halfless southwest quarter of northwest quarter section 30 , —all in township 8 , range > east , in said lincoln county.ii . b. mayks , jit. , oct 30-4t commissioner.■ ~ inotice for public * ition.james e. kill land ^vs . . john coker , et al . ) to all persons having or claiming anyegal or equitable interest in the following iieserilied lands , sold for taxes on 3dlay of january , 1176 , viz : west half ofmnth east quarter and south west quarer of north east quarter and east half oflortli west quarter section 25 , townshipi , range 9 east , in lincoln county , mislissippi : you are notified and requiredo appear as defendnlils in this suit in thechancery court of said county on or lieore the 4th monday of december . 1814 , a answer the bill of",https://chroniclingamerica.loc.gov/lccn/sn86074058/1884-10-30/ed-1/seq-3/ocr/,john coker
"ramirez , prop.john c. loss , notary public , real estate & ins . agtcasa gkande , a. t.executes all kinds of papers with dispatchprompt attention paid to ail collections . wiliattend cases iu justice court . charges moderate . office wells , fargo & co. , casa graude . george martin , druggist and chemisttucson , arizona.prescriptions oarefullv comnotinfic 'd and tun tby mail or express to any part of the territoryf . w. stillman.watchmaker & jeweler , florence , aeizosa.watches , `` clocks and jewlerv cleaned and repaired . all work warranted.f . a. odermatt , operative and prostheticideisttist , no . 21 ! t peuniugton street , np stairs.tucson , arizona.special attention paid to correcting irregularitiesiu children 's teeth.deformities of the mouth , either congenital oracquired , corrected by mechanicalappliances.artificial dentures made on gold , plantiua orulcauite base.julius luedke.-dealer istoclies , clods . jewelry ulbpectaoiesi-watches clocks and jewelry repairedaud",https://chroniclingamerica.loc.gov/lccn/sn94052364/1888-10-27/ed-1/seq-1/ocr/,george martin
"folowing : hermanvoight , john speiser , paul weber , j. w.drager , joseph klickti . minneapolis , eui.lalfred krank , h. j. radbruch , litrmanmuetter , robert i-ieeck and carl thiers.m . brown , a pioneerclaimed by deathcame to st. paul in 185g , and hailliived here continuously.h # matthew wilson brown , one of theearly pioneers of the city.-died saturdayevening at his home , 1031 st. claire street , of internal tumor . he was ±z years old , having been born in canada in 1818. hecame to st. paul in ls . `` it ; and had sine * resided here continuously . the funeralwill take place at 2 o'clock this afternoon from the family residence.mr . brown had been a familiar = < ghton the streets of st. paul . his wifeopened the first kindergarten school inthe state , and for many years the deceased drove the wagon",https://chroniclingamerica.loc.gov/lccn/sn90059523/1902-06-02/ed-1/seq-2/ocr/,matthew wilson
"lee , margis montague , mary ray and foyyancey.the cast of the operetta is as follows : princess snow whitemiss margaret mackayqueen miss rosa skinnerarbutus miss vivian g. bettsdaffodil miss minnie grissomviolet miss clarice eliasprince mr. j. m. phillipscarl , the huntsmanmr . c. v. albright.max master charles kepharthans master charles young forest children , dwarfs , etc.the proceeds of the entertainment willbe applied to the purchase of picturesand books for the city schools.admission , 25 cents . reserved seats canbe secured at the bobbitt-wynne drugcompany without extra charge.fob the pen.wilson county bends one negro for life andanother for fifteen yearedeputy sheriff j l. mayo and specialdeputy will brooks , of wilson county , arrived last night from wilson bringingwith them charley taylor , a negro conivicted yesterday of burglary in the seconddegree in wilson and sentenced for hisnatural life . taylor is the negro whothree weeks ago burglarized the residenceof mr.",https://chroniclingamerica.loc.gov/lccn/sn85042104/1903-06-20/ed-1/seq-5/ocr/,charles young
