clippings,url,victim
"-- it was a hard time i bad of it , '' said he , '' but the last meiicine we take is alwaysthe one that cures , and i have taken thelast . i was paralyzed on march t » . 1890 , while in the employ of the david williams fublishiog company of new york city astheir traveling representative from cincinnati . i found the traveling a great hel i tome , both in a financial and a literary way.but suddenly stricken down as i was atsomerset , o. , 150 miles from cincinnati , iwas incapaeiated for both willing andmoney making . luckily my literary productions had been renumerative , and i hada snug bank account lail up , but these threeyears have made a drain on it . `` i sought a score of physicians , giing tothe best specialists in cincinnati , chattanooga and pittsburg . twelve",https://chroniclingamerica.loc.gov/lccn/sn82014248/1894-01-15/ed-1/seq-8/ocr/,david williams
"please take out the cork and let thecontents fly . j- -- protested ajri.fnt the lynching ; , asalisbury , md , june 1. the colored people , , ofthis county held in indignation meeting in johnwesley si . e. church lart night to enter theirprotett against the lynching of garfield king - 'cat wedneday nlsht . the church was crowdrd . ! act only the eolnfed people of salisbury bejac rpresent , but many were prcent from all orertthe county . speeches were made by prtjiding. , elder a. b. shocklev . rer f. h. butler , of atlantic city ; her . p. c. brown and d. jamespinkctt . of salisbury- a utter was read frcmrer . w. n. thomas , who was unable to be'piest thn lvnchtiu . was seterfiv denounced , andi the authorities were appealed to to bring theguilty parties to justice.for jt.50 is the counterpart of",https://chroniclingamerica.loc.gov/lccn/sn84024441/1898-06-01/ed-1/seq-3/ocr/,garfield king
"matters , sothey will in this.lime i lime ! ! lime ! ! ! any amountfrom 10 to 5000 pounds . termsreasonable will take wheat , baconor other necesaries , will deliver ifamount justifies it call on or address f. s. or c. d. brackett , while bird idaho . walter brown went to ( dangeville on wednesday to see his sickmother , whose condition ( partialparalysis ) remains very much theb & me . the old lady could not speak , but by signs indicated her desire tofee her son walter , whom she missed from her bedside.theourdayandfice , inkofsixtheonisworkt.of ( no ( bythetheaallthere seems io be a misunderstanding , in regards as to paintingthe school house , the work has fellthrough with for the present.our schools began business on monday morning , with professors waltzand nash in charge , and a goodlynumber of pupil * in attendance.school supplies at the",https://chroniclingamerica.loc.gov/lccn/sn88056164/1897-09-17/ed-1/seq-1/ocr/,walter brown
"santruine . we may rely upon theirsympathy and assistance in securingthe general adoption of a principle towhich wo attach so much importance . `` ( ihjceiloiiiible ltc < tl < le ? f ? disposed or , ( by telegraph to vlrcln'an-rilot. ) nashville . tenn. , jan. 18. ? george call . ? n l john shaw , b > th colored , and whobore a bad reputation in the communi ? ty , were shot and killed by unknownpersons at lynchburg last night . bothhod served terms in the penitentiary forr bbqry and had been whipped byw'hitecaps and run out of town . bothreturned . each v > .us about is yea-re ofage.rival rulersin samoachief mataafe makes war onnewly elected king.and germany interferesdr . knrnel mul orrmnn t'oiisnl closannprema court nml prnctlcnllyilcclnro t ? emselves i > tcii ? tor ? ? american au < t kiicllsn consuls re ?",https://chroniclingamerica.loc.gov/lccn/sn86071779/1899-01-19/ed-1/seq-1/ocr/,george call
"williamdowning and charles williams , paidlhe penalty of their crimes ou the scaffold at norfolk , va. , on the 5th.a rome dispatch reported that animmense landslide had occurred in theprovince of medna , affecting sevensquare kilometer * . hundreds were lefthomeless . 182 buildings having collapseda neoro . named lawrence brown , sutpeeted of barn burning , was foundhanging from a beam near the railroad 'at orangeburg . a c. the body wasriddled with shot and u note wasptaaed ou it saying that judge lynchwna to eeasiou . , , `` ; . , •oard-vplthe times of inqu stated that line * the outt . sk of t ) > e bubonic plagmthe population of bombay has been r » duced one-half end the weekly moptality has averaged coo per 1.000a misplaced awiteh censed a wreckon the erie railroad near orangeville , q , on the 8th . the train was",https://chroniclingamerica.loc.gov/lccn/sn86074063/1897-01-13/ed-1/seq-2/ocr/,lawrence brown
"plain . l-cil offiers went . to work and were ably assistd by the best citizens of the nighboriood . bloodhounds were secured andhev were not long in finding theight track . before night tney wenttraight to the nlace where the thomls gang resided and one by one theyere secured- fayette rhone , wi 1xates , thomas , aaron , jim and benchomas . the last four are brothers.6ill williams was also arrested.wvhen taken alt were smeared withlood.the bloodhounds worked splendidlytnd after the murderers had been conronted with the evidence of their : rime they confessed to comnmitting : he deed . about 12 o'clock a mob > roke open the jail and took the pris > ners towards the brazos bottom . aittle later 40 or 50 shots were firedmd the mob returned . thbis morning , langlmrg from the limbs of a large oak , were found the bodies of",https://chroniclingamerica.loc.gov/lccn/sn86063760/1897-05-05/ed-1/seq-4/ocr/,fayette rhone
"und dreiikinder und erhängte sich dann . eswar bekannt , daß der mann geistes—igestört war , jedoch hielt man ihn füriharmlos— bei kedron an der cotton beltbahn erschoß der friedensrichter eng—land o. huncan infolge eines altenstreites . england ist in pine bluffim gefängniß.—bei memphis wurde am sams—trg abend der neger lee walker ausdem counzy-gefängniß geholt und gehängt , die leiche wurde verbrannt.walker hatte in der letten woche zweifarbige frauen geschändet , und zweiweiße mädchen angegriffen , indem erane von ihnen vom pferde zog . dieandere kam ihr zu hülse und der neger entfloh , und wurde samstag mor—gen gefangen.— der neger h. wilson wurde amvorigen freitag nach magnolia gebracht . er hatte im august eine jun—-de dame um s4oo in geld und 8200in schmucksachen beraubt . er gab zuviel geld aus u. wurde verhaftet- erhatte noch 8120. die schmucksachenwill er für eine uhr in camden ver—tauscht haben.— der junge curry ertrank vorigesaline",https://chroniclingamerica.loc.gov/lccn/sn88084068/1893-07-28/ed-1/seq-5/ocr/,lee walker
"man . com­pletely restored to health , with a he & rtyappetite , and a gain in flesh of 48 lbs . `` call at c. w. smith 's drug storeand get a free trial bottle of this cer­tain cure for all lung diseases . largebottles $ 1.00 . 3 henry davis always pays the highestpriec for flax . 5tfitailiwad news.t1ib b. c. r. n. going ahead.all the rumors from nil around agreethat the burlington will move rightalong on its several extensions as soonas spring opeus . the pipestone starsays : from what we can learn the burling­ton railroad company does n't intend tolet close times interfere with their pro­posed extensions in the spring , and at ameeting of the company held last weekit was decided to strike out for bis­marck as early in the season as theweather will permit . if this is carriedout pipestone will be materially bene­fited all summerEND CLIPPING | START CLIPPINGon all kinds op wobk.lumber , lath , shingle ' doors , sash and blinds * mouldings , building paper , etc. , etc. , in large or small quantities . will not be undersold.besiden ce and yard—in clary ' * addition , head of fourth-ar . north.correspondence solicited.27-tf wow henry davis , just received a complete stock ofclothing.ladies ' and gents ' underware , a complete line of hosiery.boots , shoes , botsa * the latest novelties inovercoats , hats and caps.ofdry goods.cloaks , slmwls , hoods , dressgoods , cashmeres , ladies ' cloths and flannels in all shades , silks and velvets , and trimmings of all kinds.full line of ladies ' and children 's gloves , cheap for cash.before purchasing elsewhere.company.capital stock , $ 100,000.george d. dayton—president.j.p.moulton—vicepresident.george o. moore—secretary.george w. wilson—counsel.dihectors—geo . d. dayton , j. p. moulton . monsgrinager , d. shell , c. n.smith , geo",https://chroniclingamerica.loc.gov/lccn/sn85025620/1885-02-26/ed-1/seq-4/ocr/,henry davis
"zu ihm , matten-·qgte heinz weich , » und biete all ’ deninxlnß auf , den du noch über ihn beitzet , um ihn zur annahme meinesorschlages zu bewegen. « fortsetzung folgt . ) for westa , liver tronble , or1näigestjon , usebrowiw s iron bitters « m « w0wuex john peterson nnd eliiabeth meyer.jakob m , bollmer und annie e.cisenhauerein voller magensollte dir von rechtswegen keinerlei unbeqnemlichkeit verursachen , that er ei dock , fühlst dunach dem essen be chwert , sonimm dr. fette-s ren-unt pollsts . sie md ecne veritable undbequeme westemaschen - arznei.eines dies-r winzigen , verzuckwten , entisbiliösea körnchen isteine genügende doiis znr negalirnn nnd erleichterun des ganzen y '' tems . gast-i ches oderillisfei kopfwelh rsiopfung und alle störungen des magens , der leber nnd eingeweide werden dadurch verhütet , qelindertund auf die dauer turirt.cs sind die kleinsten , am leichteiien zunehme-idem billigsien und besten pillcheenfiie ihre",https://chroniclingamerica.loc.gov/lccn/sn83045227/1893-07-20/ed-1/seq-1/ocr/,john peterson
"magee , barratl ; lamreed . steelman , and elvle davis , hand , do for philadelphia ; chaa s rogers , mayo , rooiporl , mass. , tor new york ; aliceksymond/proviucetown for do.sailed ? bsrk h d stover ; sehr h prescott.12th , am ? arrived , sehr james ponder , hudson , andthomas clyde , scull , philadelphia for roston ; maria gfrye , bunker , baltimore for portland ; geo p trigg , lennekln , newcastle , del , for danvers ; 8 a e carson , brewer.boston for philadelphia.at anchor in tarpaulin cove , dec ii . pm ? brig ottawa ( br ) : schrs neponset . laura u jones , c b wood , zampa , ella brown . magnet , t a ward , jsnnte mlddleton , sarah , louisa bliss , carrie f meyer , samuel mcmaneny , erie , f bcotton ,END CLIPPING | START CLIPPING.12tb , pm -arrived , brige m a uerrers , palermo for boston , spilt sails ; maria wheeler . fernandlna for portsmouth ; llampden . port johnson for bangor ; sohrs arm id * hall , baltimore for boston ; e 8 leonard , port jobdson for do ; james ponder , philadelphia lor dot thomas clyde , do fovsalem ; marin roxam , t.o for portland ; mary g collins , georgetown , dc . ror do ; maria o frye , baltimore forportland ; central america , newport for bath ; george ptrigg , newcastle , del , for delivers : a paine , prorfnoetown for new york ; saxon . ilvaumsfor do ; harriet ryan , portland for newark , n j ; joseph w bartlett , boston forsavannah.sailed all before reported excepting the above arrival * andbrigs cyclone and anna d torrey ; sohrs frances arthemus ,",https://chroniclingamerica.loc.gov/lccn/sn83030313/1871-12-14/ed-1/seq-10/ocr/,james ponder
