clippings,url,victim
"jjune 4 , 1902. iso inventory ot bispossessions , real or personal , accompanied the instrument , which covers asheet and a half ordinary letter paper.edwin c. white , a brother , is madeexecutor , without bond.the testator divides bis possessionsinto thirty shares , which are dividedbetween his brothers , thomas williams od edwin and their children , andthomas vaughan , a son of tbe deceased 's sister . he provides that ifthere are any other heirs who provetheir kinship , they are to get $ 1 each.rebecca miller is to receive $ 50 incash . tbe exact value of tbe estate isnot stated , but it is thought to exceed $ 100,000.improvements.lexington is not making any bigfuss about the improvements goingon , but there is a steady growth inthis direction . there has for thepast ten years been a strong demandfor residences , and at the presenttime the demand is stronger",https://chroniclingamerica.loc.gov/lccn/sn86063623/1902-06-28/ed-1/seq-2/ocr/,thomas williams
"in l.amar dates back to ' hieearly part of the past year , wln-n rosethomas , a negro woman , was severelybeaten by the gang . she had one “ t hmband am-sted timl this was the spark tliatswell '' ! into a roaring flame , terruri/.iiigthe whob- community . john bonner wasa witness against roland , who -. ’ .. is indi . t .. 1 ut tlie instance of the thom ’ s womani ’ l.ins were made lor his dispatch . i ni `` 'atin- night appointed lie was warm-d , andandrew hayden , who was iti liis i ’ ouse , was taken out and shot to death . um brigands mistaking him lor bonnei.on . afterwards remark ’ d : `` we neverknowed hie diff-'renee until st tuck amatch ami looked . `` they fired a house.the enmity a.- . ; .- , inst ijonrir . .mtiii",https://chroniclingamerica.loc.gov/lccn/sn89053706/1898-02-28/ed-1/seq-4/ocr/,john bonner
"barn at the time isor has been sick . the work was done bymerservey and stewart of morrill , and mr.gordon was assisted by his son and hisneighbors . there were seven in all , andthey were taken so suddenly that the jobwas finished with difficulty . at the presentwriting george gordon is confined to hisbed threatened with a fever . lie is attended by dr. ramsay . while cutting the grainmr . gordon noticed something like a mildewupon the cutter-bar . none seem to knowthe exact cause of the sickness . it is surelya peculiar case . nothing like it was everknown in this section.i ’ itt-j- ik m . oramel murray , prestonhersey , w. b. chamberlain , h. w. carr , a . .1. harding , l. a. harding and j. w.i base were among those who iiave attendedmechanics ' fail in boston.mrs . f. p.dyer , accompanied b\",https://chroniclingamerica.loc.gov/lccn/sn78000873/1900-11-08/ed-1/seq-2/ocr/,george gordon
"and effort to capturethe defaulting clerk.when the above facts became knownin birmingham yesterday citizens wereagreeably surprised . it was generallybelieved that * he cost had been in excess of $ 3500 by several thousands.georgia negro , who shotsheriff , taken from theauthorities by moband hangedamerlcus , ga. , june 21.— william redding , a negro who shot and perhaps fatally wounded chief of police william c.barrow here tonight while the officerwas taking him to prison , was takenfrom the jail shortly afterwards by amob of about 500 men and hanged to acable at a street corner near the sceneof his crime . the mob was unmovedby the pleadings of a local pastor in redding ’ s behalf , and after swinging thenegro 's body in the air , they riddled itwith bullets.early in the night redding , after beingarrested by chief barrow , suddenlywrenched himself loose from the officer , pulled a",https://chroniclingamerica.loc.gov/lccn/sn85038485/1913-06-22/ed-1/seq-1/ocr/,william redding
"; said parcels being parties la * deeds referred to as followj bounded in 1s43 , as follows . * at a birch stump at the cmi heirs of benjamin joys . awaldo plantation ; thence u.samuel ordway and others : ! on lot numbered 24 , to land i george bailey and others , , jland now in possession of ’ ; iothers to the bounds first ( second parcel bounded in is ji ginning at a stake and atom cscorner of land of submthence northeast sixty rodhatch ; thence southeast aone hundred rods to stak * southwest sixty rods toj land of john pear. -- n ; ttj land of said pearson om- • |j of beginning , containing fj less . the third parcel ilows : beginning at ; corner of said lot ; tmon .land of enoch rowstake and stones ; them- , land of john pearsm astake",https://chroniclingamerica.loc.gov/lccn/sn78000873/1909-05-27/ed-1/seq-4/ocr/,george bailey
"sale , easb oa day oftaken s. tbe property ol lieoo an execuliou in favor of.l.e.l l. the i ou.l ofauty of jarkaou.aud lo meiliven under my hand ihla mb day ofber . a. kb wmmjohn m. kwimti , mb'ff j. c 1 1d . ma.klcy.ati y for phfcssaxtitt53iitii st. william lewis jr .. lewis , mary a. i -ewls , i.iiji.- jllasle j lewis . havtdlis . impleaded withwill lake notice lhatl-ewl and magxtle hh.kltaabetb u. uavl . el al.a la tlllon wa . filed against toa tbe ut day- of the courtol june . 17 .. in the i lerk'sol l on . u rices . ttl.lt . sn.l for tl.ee.jsck-on . ui ibehlaleof i ml ... by oflffllli . lev i.real e.tate . situate in aald county of jto m.i the south lull of the south ca.tlet of section liumla-r lbship number five i.v . of i1 1. ,",https://chroniclingamerica.loc.gov/lccn/sn85038180/1876-09-21/ed-1/seq-2/ocr/,william lewis
"abilene.as . smithattorney-nt-law 4abilene , kansasalexis c. cutlersuccessor tohiland southworthfarm loans andinvestmentsthe oldest loan agency ladickinson county.h . l. humphrey , manager.over citizens ' bank , abilene , kansas.e . s. engle , n. e. zook , i. shockey , mr . and mrs. harvey lady , mr. andmrs . william page , miss sarah engle and mr. and mrs. raymond witter returned from new paris , ind. , where they attended the annual conference of the brethren in christ.over 800 persons attended the convention . j. n. engle was electedmoderator , j. r. zook , assistantmoderator ; m. l. hoffman , readingclerk . the interest in the entire conference was strong.get together club.the get together club met may16 with miss jennie shaich . twelvemembers were present . the afternoon was pleasantly spent doingred cross work . the ladles broughtin their finished work . the club hasnow completed fifty-two hospitalsocks , thirty-two",https://chroniclingamerica.loc.gov/lccn/sn84029386/1918-05-23/ed-1/seq-8/ocr/,william page
"several weeks with oldfriends back ii michigan . ' v '' franklin potter of casseltori came totoday ' to ' a/ttead the meeting of thestate penitentiary boand tomorrow . `` attorney john m. cochrane of grandforks is among the guests in the citytoday . mrs. cochrane accompanieshim.deputy sheriff redman brought thomas clark , tihe check artist , to tliestate penitentiary +0 ponder over hismisdeeds.gus lieber has resigned as deputyauditor '^n 'stutsman county and an­drew blewett .teas beeh appointed to fillthe vacancy . .. orlie couch of new rockford camein yesterday and is visiting his par­ents in tlhe city . he will remain forseveral days . 11col . anci mrs. w. h. robinson camein on 'the noon train £rom the east , enroute to standing rock to look aftermatters there .-h. c. pliiuriley of the forum isamong the arrivals in . the oity todayto look dftex- his county 's interests be'foije the state",https://chroniclingamerica.loc.gov/lccn/sn85042242/1902-08-05/ed-1/seq-3/ocr/,thomas clark
"terrible tragedy occurred on the knoxville & ohio passenger train saturdaymorning before daylight at hellspoint , a peculiarly signficantname , 114 miles east from newcomb , in which sheriff john burnett , of campbell county , was killed , deputy sheriff john dale probably fatallyshot , crusoe smith mortally woundedand jesse jones sustained sevoral serious injuries . the tragedy occurredwhile sheriff burnett was attemptingto execute the law and aid the couductor in protecting the passengersfrom a gang of desperadoes.jones was captured and placed inail at jacksboro . the others , including crusoe smith , escaped . jones wasa leader in the mining troubles lastspring , and was a refugee from scottcounty.a dispatch from jellico says thatadge lynch held a meeting saturdaynight at midnight at jacksboro , and atdaylight the form of jesse jones wasfound hanging to an old-fashionedgate-beam a quarter of a mileeast of the town limits . at midnight jailer irwinEND CLIPPING | START CLIPPINGand placed inail at jacksboro . the others , including crusoe smith , escaped . jones wasa leader in the mining troubles lastspring , and was a refugee from scottcounty.a dispatch from jellico says thatadge lynch held a meeting saturdaynight at midnight at jacksboro , and atdaylight the form of jesse jones wasfound hanging to an old-fashionedgate-beam a quarter of a mileeast of the town limits . at midnight jailer irwin was called to thedoor of his residence . lie looked outupon a courtyard full of determinedpeople and the leaders at once cove ratihim with rifles and demanded that heunfasten the doors and lead them to jesse jones ' cell . the jailer obeyedthe orders and soon jones was broughtforth.a march was taken up until thebarnyard of kiev . j. s. lindsay wasreached . before an oljl-tiwe beamgate the mob halted and one of theirnumber mounted the gallows andplaced the rope overEND CLIPPING | START CLIPPINGold-fashionedgate-beam a quarter of a mileeast of the town limits . at midnight jailer irwin was called to thedoor of his residence . lie looked outupon a courtyard full of determinedpeople and the leaders at once cove ratihim with rifles and demanded that heunfasten the doors and lead them to jesse jones ' cell . the jailer obeyedthe orders and soon jones was broughtforth.a march was taken up until thebarnyard of kiev . j. s. lindsay wasreached . before an oljl-tiwe beamgate the mob halted and one of theirnumber mounted the gallows andplaced the rope over the top beam.jones throughout was remarkably collected . asked if he had anything tjsay , he denied having any connectionwith the affair . lie was then drawnup and the rope made fast , when themob quickly dispersed.killed in his bed.a michigan farmer murdered because hewould not jet t ' p on time.cass city , mich. ,",https://chroniclingamerica.loc.gov/lccn/sn88076998/1893-03-24/ed-1/seq-7/ocr/,jesse jones
"bertha bench , both of ada , minn vray a. lyons , who has been representing the johnston harvester company , has been notified that his company changed names and is incorporated under the name of massey-haricompany.coburg seems to be infected withrunaway teams the last few days . lustsaturday night frank little kt histeam got away with his wagon . ontuesday ray mccann 's team got loosewith a wagon loaded with lumber.when the race was over ray foundhis lumber scattered over coburg amithe surrounding community.sidney bronson is digging u well onhis place this week.mr . and mrs. h. l. burns arrivedlust wednesday to stay the week-endwith the fisher family . they were metat the depot by a goodly number otfriends who insisted on ricving themproperly before they let them escape.fred ellis gave a big dumc in hisnew house saturday night . about 100guests were present and everybody hada splendid time . mr.",https://chroniclingamerica.loc.gov/lccn/sn86075250/1917-07-27/ed-1/seq-11/ocr/,frank little
