clippings,url,victim
", ihe military andpolice were htirrinl to tile county jail torepel an onslaught of a mob supposed tobe forcing in a suburb of the city.w ’ lu ther or not there was a mob is notknown , as no attack was made sheriffwestcott . fearing an attack to-night , sent oscar williams wliosi crime had excitedthe wrath of ihe populace , to the centraltrain at 4 o'clock this morning for the purpose of carrying hitn to fulton countyjail for safe keeping , as it was feared thatif the moli broke into bibb jail at leastfive prisoners would be lynched . williamswas put on the central train with two bailiffs and left for atlanta . teleggramswere sent to stations ahead that williamswas en route to atlanta . tills gave ihepeople at griffin notice and news soonreached here that williams had beenlynched.griffin . ga. , july 22.— oscar williams , the negro who assaultedEND CLIPPING | START CLIPPINGprisoners would be lynched . williamswas put on the central train with two bailiffs and left for atlanta . teleggramswere sent to stations ahead that williamswas en route to atlanta . tills gave ihepeople at griffin notice and news soonreached here that williams had beenlynched.griffin . ga. , july 22.— oscar williams , the negro who assaulted the 6-year-oiddaughter of mr. campbell of henry county , twelve miles from griffin on saturday , july 10 , was forcibly taken from the bibbcounty deputy sheriffs , 1 , . id . herringtonand e. j. raluey , this morning and carried to the woods and lynched.the news came up from macon lastnight to the effect that largo meetingswere being held in that city where speeches were being made , and mobs organizingpreparatory to lynching williams , whobad been carried io that city for safekeeping about a week ago.early this morning the message came ,END CLIPPING | START CLIPPINGmayor huegely of barnes * ville , who called out the military of thattown to protect williams a week ago.coroner williams at 10 o ’ clock empanelled his jury , who , after investigation , returned the following verdict : “ we the jury empanelled to inquire intothe death of oscar williams find he cameto his death from hanging and gun shotwounds at the hands of parties to us unknown . `` not a single witness was examined atthe inquest. “ i have looked all over town and can'tfind a soul who knows anything about theease , '' said the coroner , `` and so the verdict was formulated . `` speaking of the affair the father of thevictim of the brute said : `` i have but oneregret to make at this affair , and thut isi was not here to take part in giving thevillain his deserts . i knowEND CLIPPING | START CLIPPINGlie slatedthat lie would have no trouble in clearingmorris , nnd that the preliminary trialwhich takes place next tuesday wouldbring out some startling and damagingevidence against dr. kilpatrick , who wasfirst accused of the murder.no menards foe the l.ynchera.atlanta , ga. , july 22 —upon tlie reoeljgof the news of oscar williams ’ lynchingat griffin to-day . secretary calloway wired the governor , hut when the executiveoffice closed this afternoon no instructionshad come even concerning tlie ryder case.reward * will probably be offered for those•umtccrned in both killings.you can visitll 1 111 ( where the sea breezes blow ) —for— '' 25 scentsto-day|bathing , dancing.fishing , boating.salt air am ) water free.w . m. bohan , proprietor.j ►yiriiy ’ s tilt with mclaurin.the soundness of the senator ’ s democracy again attacked.charleston , s. c. , july 22.—the senatorial campaign meeting to-day at georgeswas devoid of special interest or feature.the candidates are",https://chroniclingamerica.loc.gov/lccn/sn86063034/1897-07-23/ed-1/seq-2/ocr/,oscar williams
", fannie brown ; 19 , geo utc kern ; 21 , j w therril ' , ellen nash ; 23 , emmie robinson ; 25 , ellen farrell ; 20 , kate miller ; 27 , mattie phillips ; 20 , eilie kingeryj30 , lezear mcuormick ; 31 , mary phillips ; 32 , 0 w mccormick ; 30 , til uuowtill ; 37 , mamie edwards ; 40 , mary buell ; 41 , dora johnson ; 43 , amelia ilemrick ; 44 , edith howe ; 45 , edith finch ; 48 , c j e mather ; 50 , mattie mitchell ; 51 , gertrude steele ; 52 , eila moucrief ; 53 , mary hawleyj54 , h b morgan ; 57 , lotta hood ; 58 , a b dixon , addie northup , adanorihup ; 03 , nellie beauvais ; 04 , s1j g ingles ;",https://chroniclingamerica.loc.gov/lccn/sn85029677/1895-08-22/ed-1/seq-5/ocr/,mary phillips
"* mv.riimer , charged wi hoe i ag an accessory in a mur ? der naar clarksvlile , mi * * . 18ol puruem a winona miaa . 1oot . s6 joe barlal , columbus , miss , 1 * * 13 wm moore jersup . qa . 1nov 8 owen anderson leetburg va 1 * ? 91 robert bland , prince georgecounty , va. 1nov _0 colored hoy . i ar coln ton ga jdee . r ? bt biggs . like view tenn i * * 36 r * ? * ? * r j * ? hu ? oii . billy h ? pp * .albert h & rper , dan jacobs , -i-alvtu . - ft nett , sobuler and 3 unknown colored men at jessup . ga. 10dec . m ripley l > > htim > n.mlclia9l adamspetir bell , rafe norrell.hugh purse hudson johnsonrobert phoenix ,",https://chroniclingamerica.loc.gov/lccn/sn84025841/1890-03-08/ed-1/seq-3/ocr/,owen anderson
"the finest tea ever sold in tbls market . cau and get some , at george f. malt-1 uble or any othep nice 8m , cneap rurnturefland 's . nlm call on h. & f. winkler . j21hats . cans , hosiery and neexwear in rair mr. jos . l. thomas little arlrl anita , fellless variety at henry slnauer 's star clothing i aglln8t , dot stove the other day and burned i and colored cashmeres , tbo cheapest in thebouse . v a '' one of her bands severely . i city at hxiebn a wllker 's . dl3i2just receivedthe largest stock ol candies j nve tdr flnegt llne of crackers , down go tbe prices of freh oysters . ex-lemon and ginger snaps and olber fancycrackers , at geo . f. maltland 's . nlstiladles desiring a nice and good-fittingeloak or dolman for as little money as possible will",https://chroniclingamerica.loc.gov/lccn/sn87052143/1879-12-13/ed-1/seq-3/ocr/,thomas little
"? water commissioner.james meikle . . $ 13.00total $ 13.00insane expense.h . k. merrill $ 10.00david clifford 2.30moroni jcssop 2.30jos . it . jeppson 2.50andrew anderson .... ' 2.30john georgo ' 2.50geo . chandler 2.30w . b. parkinson .... 10.03absalom 'burns 3.20geo . d. mccullock .... 3.20williom p. ellis 3.20 john miles 8.75c . w.tdunn 2.30andrew nelson 3.20mrs . o. b. bobbins ... . 12.60james olsen 2.30lovenus olsen ' . . 2.50lorenzo petersen 4.00james wilson 2.30ii . k. merrill 10.00frank if . cutler 10.00eagle hotel 1.00total $ 102.7 ! : jury and witness ( civil ) .john eliason ... ' $ 3.60moses blanchard 4.20john w. cowley 10.40a . g. barber 12.40walter w. jones 6.00t . rf . cutler 8.00george fistcr 12.40w . a. bowiles 20.00joseph s , glenn 6.00william done .14.80john t. wines 12.80t . s. pridoy ' 10.80neils j. larsen 5.60geo . griffiths 6.40john ivcardon 12.40geo . f. checketts .... 12.80jesse",https://chroniclingamerica.loc.gov/lccn/sn85058246/1908-07-29/ed-1/seq-2/ocr/,john miles
camp camplee camplee i ileelee camp confederate veterans held heldtin jhs tin s regular meeting last night which whichvas whichsvas is s attended not only by the old sol sollern aoldiem j jdiersdiem lern but by b many of their sons the thesubject thesubject thesubjectsubject of the celebration of general general lee s general lee s general lee slees birthday was talked over but no nodefinite nodefinlte nodefinitedefinite arrangements have been made madequestion madequestion madequestjonofquestion questjonof of ownership ownershipofof a ii raffle ticket ticketitit is expected there tvlll be some in interesting i iterestlng iteresting ¬teresting developments as the result of ofthe otthe ofthethe snit at law begun yesterday e8terda by bythomas h hthomas bythomasthomas b scanlon against a alnst albert albertdowllng albertdowling albertdowlingdowling in the district supreme court courtto courtto courttoto recover 51000 1000 or the possession of o an anoldsmohile anoldsmohlle anoldsmohiieoldsmohile automobile automobilethe automobllethe automobilethethe machine in question wasEND CLIPPING | START CLIPPINGi ileelee camp confederate veterans held heldtin jhs tin s regular meeting last night which whichvas whichsvas is s attended not only by the old sol sollern aoldiem j jdiersdiem lern but by b many of their sons the thesubject thesubject thesubjectsubject of the celebration of general general lee s general lee s general lee slees birthday was talked over but no nodefinite nodefinlte nodefinitedefinite arrangements have been made madequestion madequestion madequestjonofquestion questjonof of ownership ownershipofof a ii raffle ticket ticketitit is expected there tvlll be some in interesting i iterestlng iteresting ¬teresting developments as the result of ofthe otthe ofthethe snit at law begun yesterday e8terda by bythomas h hthomas bythomasthomas b scanlon against a alnst albert albertdowllng albertdowling albertdowlingdowling in the district supreme court courtto courtto courttoto recover 51000 1000 or the possession of o an anoldsmohile anoldsmohlle anoldsmohiieoldsmohile automobile automobilethe automobllethe automobilethethe machine in question was raffled ralliedlast iEND CLIPPING | START CLIPPINGconfederate veterans held heldtin jhs tin s regular meeting last night which whichvas whichsvas is s attended not only by the old sol sollern aoldiem j jdiersdiem lern but by b many of their sons the thesubject thesubject thesubjectsubject of the celebration of general general lee s general lee s general lee slees birthday was talked over but no nodefinite nodefinlte nodefinitedefinite arrangements have been made madequestion madequestion madequestjonofquestion questjonof of ownership ownershipofof a ii raffle ticket ticketitit is expected there tvlll be some in interesting i iterestlng iteresting ¬teresting developments as the result of ofthe otthe ofthethe snit at law begun yesterday e8terda by bythomas h hthomas bythomasthomas b scanlon against a alnst albert albertdowllng albertdowling albertdowlingdowling in the district supreme court courtto courtto courttoto recover 51000 1000 or the possession of o an anoldsmohile anoldsmohlle anoldsmohiieoldsmohile automobile automobilethe automobllethe automobilethethe machine in question was raffled ralliedlast i ilast i iastlast,https://chroniclingamerica.loc.gov/lccn/sn84026749/1904-01-05/ed-1/seq-12/ocr/,general lee
"michael riley , jamesjunn , 6 monate im staatsarbeitshause . auf der registrande fürheute : diebstahl wm . a. butler , mary dinsmore , helen reese , ernestcoates , jas . dodson , minna dodson , hannibal johnson . angriffwm . h. roß , geo . bishop , jamesrich , frank howard . unanständigeentblößung jas . robinson . verlassen der familie louis rodgers.waisengericht . ( vor denrichtern savage , block u . o'brien . ) vollmacht als testamentsvollstreckerwurde ertheilt in den fällen von w.h . o brien an michael a. mccormick , bürgschaft §5500 ; von frederick a. wheeler an julia a. wheeler , bürgschaft §800 ; von frederick a.kaufmann an elisabeth kaufmann , bürgschaft §1000 ; von frank bischofan martin w. e. dippel , bürgschaft§6ooo . vollmacht als nachlaßverwalter wurde ertheilt in den fällenvon ellen m. glenn an john m.glenn , bürgschaft §100 ; von annac . glenn an john glenn",https://chroniclingamerica.loc.gov/lccn/sn83045081/1902-01-16/ed-1/seq-5/ocr/,frank howard
"the close.in that june game with the terrapins jimmy smith , thinking he wasforced , walked oft third bas to thebench , then being shown the error oilhis way dashed back to the pi ate with- jout having been touched wi'ii the ball jat any stage . umpire johnstone call- ed smith safe and manager knabe ini-jmediately lodged a protest , which was isustained by president gilusore . the ! score : jkansas city.chadhurne , cf . .. rawlings , ssstovail , lb -perring . 2bshaw , ifgoodwin , 2b .... giimore , rfeasterly , cjohnson , pbrownhenning , pi - i ' i- -i hi i -r nmmwmwm `` '' ficmslyl `` w '' fill ljts ffvocmakj will uvjgapicrrukje a `` maio bcrikigfk picture of aman- shootikjcsms voifg '' -- rv hojie ofboy vosokhi0 6society for -me pfctmektnofvof looe talk 1 lemamiiu .. . .0 , . .0. . .0 .",https://chroniclingamerica.loc.gov/lccn/sn92053934/1915-07-09/ed-1/seq-14/ocr/,ed smith
"have a rl ? upfor a test well on the william shield.1 . farm.g on mcfarland run , murphy district , . the sill oil company has started to * drill at a test well on the williamheaton farm . ? r on the north fork of hughes river , edward brown & company are drillingat ave hundred feet at their test well onl '' the n. f. smith farm.le in the big injun sand developmentj . on devil hole run and rocky fork , ? there is some new work starting . the1 moonlight oil company , the southernoil company , the national supplyis company , and r. g. gillespie are devclr_opera of that territory , and have about . a dozen wells drilling and starting . * * on cave run , lafayette district , ty ? ler county , the american developmentcompany is building the rig for a test",https://chroniclingamerica.loc.gov/lccn/sn84026844/1899-08-11/ed-1/seq-5/ocr/,edward brown
"for a livelihood.he was a charter member of the knightsof honor of this city and left his insurancepolicy to his sister , mrs. john mcdowell , of mound city , 111. , for $ 2,000 he had alsosaved money out of his small earnings.hartford city . ind .. oct. 9. william carroll , aged seventy-four years , died lastnight at his home seven miles southwestof this city of apoplexy . the funeral service will be held at the late residence fridayafternoon at 1 o'clock . dr. bowles , ofmuncie , will conduct the services . the interment will take place at the odd fellows ' cemetery in this city.muncie . ind .. oct. 9 daniel relley.aged sixty-five , one of the leading irishcitizens of muncie . died this morning aftera lingering illness from a cancerous gtowth.the deceased was born in ireland , butearly came to this country . the funeralwill be conducted",https://chroniclingamerica.loc.gov/lccn/sn82015679/1902-10-10/ed-1/seq-1/ocr/,william carroll
