clippings,url,victim
"andmaud fuller of smith center.police court.j . h. mann was arrested upon a complaintsworn out by j. e. beeman charging himwith assault and battery . the case wastried in the forenoon , the defendant foundguilty and assessed a fine of $ 5 and costswhich he paid.three `` vagrants , '' joe burns , bell stubbins and j. w. freemhaum paid $ 32 each.frank burnett was a drunk that was committed in default of money with which topay his fine . john clark left his team unhitched and was accordingly arreeted.the suit against sheriff hays for sustaining a nuisance was dismissed , it being proventhat the sheriff was powerless to remedy theill . there was no doubt , it appeared in evidence , about the wretched condition of thejail , the poor sewerage , the want ot spaceand a thousand other things that contributeto make this a place of misery . but thesheriff",https://chroniclingamerica.loc.gov/lccn/sn85032490/1887-08-21/ed-1/seq-4/ocr/,joe burns
"the skin , does not clog the pores or growhair.as a general toilet cream for indoor or outdoor use , daytime orevening , riding , driving or traveling . as a base for powder anda natural skin cleaner . 25c perjar . .phone 66e . r. emmelpure fjru6 dispensermrs . george baker and daughter , miss alva , of thornton are guests of j.mr . ana iuru . j. a. jtuic.mrs . r. h. droemer arrived fromrockdale today to visit at the homeof t. b. smith of rellence.mrs . t. m. warburton and childrenwent to gause toaay , where they willvisit mr. and mrs. j. f. williamson.prof . j. j. rogers of allen academyleft today to vist in camero beforegoing to his borne in indiana for thesummer.mr . and mrs. r. r. mcanelly andmrs . a. p. coleman went to waco today , where they will spend a fewmonths previous to locating",https://chroniclingamerica.loc.gov/lccn/sn86088651/1913-06-04/ed-1/seq-5/ocr/,george baker
nightabout 9 oclock the large steam laundrybelonging to the park hotel companywas burned to the ground the loss isheavy but is said to have been insuredfor a considerable amounta manly teeechange tex aug 13 a mob of atleast five hundred armed men overpowered the guard this morning and took thenegro jim brooks who was arrestedyesterday on a charge of rape andhanged him to a tree this tree has arecord for similar service it having beenutilized no less than three times in tholast ten years charles bernard anegro barber of this place was arrestpdon information given by brooks and isheld as an escaped convict from tholouisiana penitentiary our sheriff hascommunicated the facts to the louisianaauthoritiesbis sandyspecial to the gazettebig sandy tex > aug 13 j elowery a merchant of this place recently had a well dug on his premisesand after reaching a depth of twentyfive feet he struck a fine stream of mineral,https://chroniclingamerica.loc.gov/lccn/sn86064205/1889-08-14/ed-1/seq-8/ocr/,jim brooks
"the denver star has the largest circulation among the colored people . get wise and advertise.the papers formerly known as the statesman and the independent , have been merged into the denver startwenty-sixth year number 32interesting newsconcerning the race.hang a woman.muskogee , okla. march 31 . — marie scott , a negro woman , who sunday night killed lemuel peace , a young whiteman by driving a knife intohis heart , was taken out of thewagoner county jail early today and hanged to a telephone pole . the mob . whichwas masked , over-powered thejailor , a one-armed man , threwa rope over the woman ’ s headand dragged her out of thejail.democrats attack stewartwashington , d- c. , march24th charging that he hadbeen too friendly to the negro railway mail clerks underhim and that in addition he isa holdover republican , representatives webb and page ofnorth carolina called",https://chroniclingamerica.loc.gov/lccn/sn84025887/1914-04-04/ed-1/seq-1/ocr/,marie scott
"brotherhood of locomotive firemen becauseof increased size of trains and engines.at the opening of the fall term of theuniversity of chicago over 2,400 students were present.the chicago-new york auto tour isfinished , and is the most remarkablelong distance run in america , 1,137miles being covered in 76 hours.a mob lynched walter davis ( colored ) at marshall , tex. , for the murderof constable hayes.the public debt statement issued onthe ist shows that the debt decreased $ 6,171,812 during the month of september . cash in the treasury , $ 389 , -417,184 . total debt , less cash in treasury , $ 917,752,545 , willis , frederick m. and burton vanwormer ( brothers ) were put to deathin 15^ minutes in the electric chairat the prison in dannemora , n. y. , for the murder of their uncle , peter a.hallenbeck , at greendale , on christmas eve , 1901.mayor seth",https://chroniclingamerica.loc.gov/lccn/sn91059411/1903-10-09/ed-1/seq-7/ocr/,walter davis
".- ... ' - ; . ; joggles— just now i shouid judge he wasleading a saloon movement .. ' . : ■ ? £ '' ? * ; the match trust seems to have sympathetically collapsed with the bursting of thealger boom . : down in `` egypt '' bill morrison 's ' presidential boom is wading around ; in ' goloshes , and if the present weather continues it willneed a life preserver . .if 'everyday business transactions .wereconducted according to the principles- ofblame 's and salisbury 's `` diplomacy a majority of our merchant princes would soon'be in the poor house . `` .. 7.7.the attention of senator hill is earnestlydirected to the fact that the force bill is dead , while bland 's silver atrocity , is an exceedingly lively issue . better quit thumping thecorpse and joust with the live enemy . .people who have been anxiously",https://chroniclingamerica.loc.gov/lccn/sn90059522/1892-03-18/ed-1/seq-5/ocr/,bill morrison
"and relief is obtained at oncedr . john bull-i have no hesitation in saylnpthat i believe your sarsaparilla to be the besimedicine manufactured for the cure of scrofulabypbllls . and many other cutaneous and glandular affections , havinir used it with , entire successin numbers of ibo above cases . james moore , louisville , ky.tb . jomf bull . i procured one bottle ofbull 's sarsaparilla for my eldest son . amopkthe remedies and various prescriptions that uebaa tried for weak lungs and chest , this one bottkhas been of more benefit to him than all . it ha , cure.a me of dyspepsia as well.jollii 8 , mcqee , horse cve , k , scrofulais a peculiar morbid condition ofilifewe system , caused airecvy oyimpurities in the blood or bythe lack of sufficent nourishment furnished : to the system through the blood , usuallyaffecting the alanda . often resulting inswellings",https://chroniclingamerica.loc.gov/lccn/sn86088296/1887-04-21/ed-1/seq-6/ocr/,james moore
", ga. ; iconise anddora pfeiffer , leola and nannie berry , miss broughton . miss carriegahlenbock . mrs. g. c. hallmark . etta muller , pearl librand and xinasmith , also messrs. wm . gahlenbeck , alfred gahlenbeck , frank williams , fred williams , g. c. hallmark , tom johnson , g. suarez , l. a. pfeiffer , mr.gilbert , mr. cole . henry hartman , chas . and edwin pohlmann.music at thegadsdenstreet church.miss herring , who is here from birmlneham . the guest of mr. and mrs.r . e. i , . cresap . will sing `` i 'm a pilgrim '' at the gadsden street m. e.church this morning . she is the possessor of a voice of wonderful powerand sweetness and has chosen a delightful selection.the civic league willmeet wednesday.the regular meeting of the civicleague will take place on wednesdayafternoon at 3:30 o'clock . all members should",https://chroniclingamerica.loc.gov/lccn/sn87062268/1910-02-06/ed-1/seq-13/ocr/,tom johnson
"alsothe myers agency.there seems to be quite an immlgra-number of families having comewithin the past two years.the following is a partial list of newschool directors elected monday : mcartbur township district no . 1 , john r. miller ; 2 , ed kerr ; 6 , noquorum ; 7 , frank howard ; 9 , jamessayler ; 4 , robert wheeler ; ft , c. d.buckwalter.pleasant township creglow , ( 'has.nichols.richland township no . 1 , jakefry , re-elected ; 2 , ed bridge.waehington township no . 4 , johnr . miller ; 6. solomon coover ; 1 , samuel kayler ; 6 , al johnson.bloom qeld township no . 1 , e. p.hanks.w . e. o. has sold dolly whack to mo-graw parties . `` whack '' now roams atease where living waters flow.rev . duncan , of scotch ridge , o. , will preach for the u. p. congregationnext sunday.but",https://chroniclingamerica.loc.gov/lccn/sn85038153/1902-04-22/ed-1/seq-2/ocr/,frank howard
"» us , why do n't youmake up to the little girl ? go inand win , man ! 'pon my life , she 's aregular pearl . `` gus ( sulkily ) —that may be but ica n't get along with the mother ofpearl.^ one_the glories of free trade.sir edward sullivan , an eminentenglishman , asserts that `` since 187üthe value of lands and the incomefrom farms have fallen from 30 to 5 ( 1percent , but the interest on themortgage remains the same . '' ilequotes lord derby as stating thatthe losses of english landownershave been £300,0 < .mj,000 ( equal to * 1,459,800,000 in united statesmoney ) , and he estimates the lossesof tenants at * ( 500,000,000. hundreds of thousands of acres haveout of cultivation within 10years . all this in a glorious freetrade country ! montana'sgame lawspoints to be observed by sportsmennn ho are not- looking fortrouble.out",https://chroniclingamerica.loc.gov/lccn/sn85053323/1894-05-12/ed-1/seq-1/ocr/,edward sullivan
